id,name,email,contact,address,url,classification,jurisdiction__slug,categories,other_names,website_dump,description,request_note,parent__name
88,Honolulu Fire Department,HFDRFI@honolulu.gov,Phone: (808) 723-7139,"636 South Street 
Honolulu, Hawaii 96813",http://www.honolulu.gov/hfd/default.html,,city-and-county-of-honolulu,"""Fire Commission"",HFD,emergency,fire,fireworks,hazardous,safety",,,"The HFD’s responsibilities are to provide fire fighting, rescue, emergency medical, and hazardous materials (HM) response for O`ahu.",,
103,Honolulu Liquor Commission,liquor@honolulu.gov,"Phone:  (808) 768-7300
Fax:  (808) 768-7311","711 Kapiolani Blvd., Suite 600
Honolulu, HI  96813",http://www.honolulu.gov/liq/default.html,Department of Budget & Fiscal Services,city-and-county-of-honolulu,"""liquor commission"",LIQ,licensing,liquor",,,"The Honolulu Liquor Commission (LIQ) has sole jurisdiction, power, authority and discretion to grant, refuse, suspend and revoke any license for the manufacture, importation, or sale of liquor within the City and County of Honolulu.",,
191,Honolulu Police Commission,policecommission@honolulu.gov,Phone:  (808) 723-7580,"1060 Richards Street, Suite 170
Honolulu, HI  96813",http://www.honolulupd.org/department/index.php#tabs-5,,city-and-county-of-honolulu,police,,,"The Police Commission has the following mandated responsibilities:  appoints and may remove the Chief of Police; reviews rules and regulations for the administration of the Honolulu Police Department; reviews the annual budget prepared by the Chief of Police and may make recommendations thereon to the Mayor; and receives, considers, and investigates charges brought by the public against the conduct of the department or any of its members and submits a written report of its findings to the Chief of Police.",,
89,Honolulu Police Department,hpdgeneral@honolulu.gov,Phone:  (808) 529-3111,"801 South Beretania Street
Honolulu, Hawaii, 96813",http://www.honolulupd.org/,,city-and-county-of-honolulu,"""internal affairs"",""law enforcement"",""professional standards"",HPD,crime,criminal,emergency,firearm,investigation,narcotics,police,safety",,,"The Honolulu Police Department (HPD) is the primary law enforcement agency for the City and County of Honolulu. The HPD is responsible for preserving public peace, preventing crime, and detecting and apprehending law offenders. It protects the rights of persons and property and enforces and prevents violations of federal and state laws and city ordinances and regulations.",,
13,House of Representatives,hclerk@capitol.hawaii.gov,"Ph: 808 586-6400 
Fax 808 586-6401 ","House Clerk's Office State Capitol, Room 27
415 South Beretania Street
Honolulu, HI 96813",http://www.capitol.hawaii.gov/house.aspx,,state-of-hawaii,"house,legislative,legislature,representative",,,,,
112,Immigration Office,cohiso@hawaiicounty.gov,"Phone: (808) 961-8220
Fax: (808) 935-1205","25 Aupuni Street, Suite 1004
Hilo, HI 96720",http://www.hawaiicounty.gov/immigration/,,county-of-hawaii,immigration,,,"The Immigration Information Office provides immigration information and assistance on immigration related issues and concerns to the constituents of Hawai‘i County, disseminates immigration forms, acts as a resource office, and serves as a liaison to the United States Citizenship and Immigration Services (USCIS formerly INS).",,
16,Judiciary,pao@courts.hawaii.gov,Ph: 808 539-4909,"Ali`iolani Hale
417 South King Street
Honolulu, Hawai`i 96813-2943",http://www.courts.state.hi.us/,,state-of-hawaii,"""Office of Disciplinary Counsel"",""State Council for Interstate Adult Offender Supervision"",""State Council for Interstate Juvenile Supervision"",""access to justice"",""center for alternative dispute resolution"",""children's justice center"",""commission on judicial conduct"",""disciplinary counsel"",""financial disclosure"",""interstate adult offender supervision"",""interstate juvenile supervision"",""judicial council"",""judicial selection commission"",""judiciary history center"",""law library"",""public guardian"",ODC,court,judges",,,,,
145,Kauai County Council,cokcouncil@kauai.gov,"Phone:  (808) 241-4188
Fax:  (808) 241-6349","4396 Rice Street, Suite 209
Lihue, HI  96766",http://www.kauai.gov/Council,,county-of-kauai,"council,legislative",,,Exercises the legislative power of the county.,,
134,Kauai County Housing Agency,housing@kauai.gov,"Ph: (808) 241-4444
Fax: (808) 241-5118","Piʻikoi Building
4444 Rice Street, Suite 330
Līhuʻe, HI 96766",http://www.kauai.gov/Housing,,county-of-kauai,"""affordable housing"",""rental assistance"",""section 8"",""social services"",development,homeless,houseless,housing,shelter",,,"To provide greater opportunities for Kauaʻi's citizens to choose and secure affordable, safe, decent and sanitary housing and to live and work in neighborhoods and communities that can accommodate the needs and desires of all households and individuals.",,
132,Kauai Department of Finance,finance@kauai.gov,"Phone: (808) 241-4200
Fax: (808) 241-6529","Moʻikeha Building
4444 Rice Street, Suite 280
Lihue, Hawai'i 96766",http://www.kauai.gov/Finance,,county-of-kauai,"""capital improvements"",""information technology"",""motor vehicle"",""property assessment"",""real property"",""unclaimed property"",CIP,IT,accounting,assessment,audit,bonds,budget,computer,contract,contractor,driver,finance,investment,licensing,procurement,purchasing,registration,tax,taxation,technology,treasury,vendor",,,The Department of Finance exists to provide prudent financial management and services to the people of Kauai and to the departments and agencies of the County that we serve.,,
135,Kauai Department of Human Resources,humanresources@kauai.gov,"Phone: (808) 241-4956
Fax: (808) 241-6593","4444 Rice Street, Suite 140
Lihue, Kaua'i, Hawai'i, 96766",http://www.kauai.gov/HumanResources,,county-of-kauai,"""Civil Service"",""employee claims"",""employee relations"",""labor relations"",""occupational health"",""occupational safety"",""workers' compensation"",benefits,classification,employee,personnel,safety,workforce",,,"The major functions of this program are to audit personnel transactions for compliance to laws, rules and regulation; to classify positions; to recruit for qualified applicants; to handle labor relations matters in a timely, efficient, economic and judicious manner; and to advise departments on Civil Service laws, rules and regulations. The Civil Service Commission hears appeals from the actions of the Director of Human Resources and other appointing authorities and advises the Mayor and the Director of problems concerning personnel administration. This program endeavors to provide the members of the commission with opportunities to keep abreast with the latest developments in public personnel administration throughout the United States.",,
136,Kauai Department of Liquor Control,liquor@kauai.gov,"Phone: (808) 241-4966
Fax: (808) 241-6585","Lihu'e Civic Center, Mo'ikeha Building
4444 Rice Street, Suite 120
Lihu'e, Kaua'i, Hawai'i 96766",http://www.kauai.gov/Liquor,,county-of-kauai,"licensing,liquor",,,"The Department of Liquor Control provides the administrative services for the Liquor Control Commission. It investigates all applications for liquor licenses and provides data to enable the Commission to properly execute its duties. The Department has police powers to enforce the liquor laws, and inspects all liquor licensed premises to ensure compliance with the State liquor laws and the Commission’s rules and regulations. It investigates all alleged violations and complaints, and reports all violations to the Commission.",,
137,Kauai Department of Parks & Recreation,parks@kauai.gov,"Phone: (808)241-4460
Fax: (808)241-5126","4444 Rice St.
Moʻikeha Building, Suite 105
Lihue, HI 96766",http://www.kauai.gov/Parks,,county-of-kauai,"""Wailua Municipal Golf Course"",""neighborhood center"",camping,culture,facilities,forestry,parks,permitting,pool,recreation",,,"The responsibilities of the Division of Park Maintenance are to coordinate, implement and maintain/monitor beautification of County property, set policies, rules and regulations and administer to the needs of the public and to operate and maintain County facilities which include tennis/basketball courts,  athletic fields, parks and playgrounds, stadiums, pavilions, neighborhood centers, public cemeteries and the beautification areas.",,
141,Kauai Department of Public Works,publicworks@kauai.gov,"Phone: (808) 241-4992
Fax: (808) 241-6604 ","4444 Rice Street, Suite 275
Lihue, HI 96766",http://www.kauai.gov/PublicWorks,,county-of-kauai,"""Kekaha Municipal Solid Waste Landfill"",""capital improvements"",""environmental management"",""environmental services"",""facility maintenance"",""public works"",""real property"",""solid waste"",CIP,bridges,building,bulky,construction,custodial,design,development,environment,environmental,equipment,facilities,facility,greenwaste,highways,landfill,maintenance,opala,parking,permitting,recycling,roads,streets,traffic,transportation,trash,wastewater",,,"The Department of Public Works consist of seven divisions: Administration, Automotive Repair Shop, Building, Engineering, Highways & Roads Construction, Solid Waste Management, and Wastewater Management. Public Works are responsible for the planning, design, and construction of all new improvements to County-owned facilities, excluding Department of Water projects. The maintenance, repair and upkeep of all County facilities, roads, and vehicles; the collection and disposal of garbage and refuse, the collection and treatment of sewage, the permitting, reviewing and enforcement of various codes and other regulations pertaining to public and private construction work are also responsibilities of this Department.",,
129,Kauai Emergency Management Agency,kema@kauai.gov,"Phone: (808) 241-1800
Fax: (808) 241-1860","3990 Kaana Street, Suite 100
Lihue, Hawaii, 96766",https://www.kauai.gov/KEMA,,county-of-kauai,"""civil defense"",""emergency management"",disaster,emergency",,,"The Kauaʻi Emergency Management Agency strives to actively promote and enhance whole-community preparedness, resilience and safety in the face of numerous threats, hazards and disasters that can potentially affect our island communities.",,
133,Kauai Fire Department,kfd@kauai.gov,"Phone: (808) 241-4980
Fax: (808) 241-6508","Piʻikoi Building
4444 Rice Street
Suite 315
Lihue Hawaii, 96766 ",http://www.kauai.gov/Fire,,county-of-kauai,"""Fire Commission"",""ocean safety"",KFD,ambulance,beach,emergency,fire,hazardous,health,lifeguard,paramedic,safety",,,"The mission of the Kauai Fire Department is to protect life, preserve property and enhance the environment of the County of Kaua'i from all hazards.",,
131,Kauai Office of Economic Development,oed@kauai.gov,Phone: (808) 241-4946,"4444 Rice Street, Suite 200
Lihue, HI 96766",http://www.kauai.gov/OED,,county-of-kauai,"""economic development"",""sunshine markets"",OED,agriculture,business,development,film,research,tourism",,,"The Office of Economic Development (OED), as a government entity, interfaces with business and community leaders as well as other government programs to enhance Kauai's economic development activities. OED is responsible to provide technical and financial support, as feasible, for both large and small business establishments or existing and emerging new industries which offer full employment for Kauai's residents.",,
146,Kauai Office of the County Auditor,auditor@kauai.gov,"Phone:  (808) 241-4178
Fax:  (808) 241-6208","3083 Akahi Street, Room 201
Lihue, HI  96766",http://www.kauai.gov/Auditor,,county-of-kauai,"audit,auditor,investigation",,,The Auditor examines and evaluates the County’s financial condition and its agencies and programs.,,
148,Kauai Office of the County Clerk - Council Services,cokcouncil@kauai.gov,"Phone:  (808) 241-4188
Fax:  (808) 241-6349","4396 Rice Street, Suite 209
Lihue, HI  96766",http://www.kauai.gov/CountyClerk/CouncilServices,,county-of-kauai,"archives,certification,clerk,council,legislative,research",,,"To serve the Kauaʻi County Council in its legislative function and to provide service to the community efficiently, accurately, and with respect.",,
147,Kauai Office of the County Clerk - Elections,elections@kauai.gov,"Phone:  (808) 241-4800
Fax:  (808) 241-6207","4386 Rice Street, Suite 101
Lihue, HI  96766",http://www.kauai.gov/Elections,,county-of-kauai,"campaign,clerk,elections,registration,voter",,,"Providing open, accessible, fair, and secure election services for the citizens of the County of Kauaʻi is our primary objective.",,
144,Kauai Office of the Mayor,mayor@kauai.gov,"Phone:  (808) 241-4900
Fax:  (808) 241-6877","4444 Rice Street, Suite 235
Lihue, HI  96766",http://www.kauai.gov/mayor,,county-of-kauai,mayor,,,"The mission of the Office of the Mayor is to carry out the vision for Kaua'i by directing the management of all executive departments, offices and agencies. The Office of the Mayor also serves as a liaison between the County Council and administration and facilitates the County's State and Federal legislative agendas. We support all boards and commissions, respond to citizen concerns, and coordinate internal communications among departments and external communications with the general public and partnering government agencies. In addition, the Office of the Mayor manages the county's capital improvement program, Life’s Choices office, and monitors compliance with two federal laws, the Equal Employment Opportunity (EEO) and Americans with Disability Act (ADA).",,
140,Kauai Office of the Prosecuting Attorney,prosecutor@kauai.gov,"Phone: (808) 241-1888
Fax: (808) 241-1758 ","3990 Kaana Street, Suite 210 
Līhu'e, HI 96766",http://www.kauai.gov/ProsecutingAttorney,,county-of-kauai,"attorney,crime,criminal,investigation,lawyer,legal",,,"It is our mission to promote the fair, impartial and expeditious pursuit of justice in every case, to ensure safer communities, and to promote integrity in our profession.  It is our mission to temper justice with compassion, and to do our work in an open, transparent, and accountable way.",,
138,Kauai Planning Department,planningdepartment@kauai.gov,"Phone: (808) 241-4050
Fax: (808) 241-6699","4444 Rice Street, Ste A473
Lihue, Hawaii 96766",http://www.kauai.gov/Planning,,county-of-kauai,"""geographic information systems"",""land use"",GIS,building,design,development,planning,transportation,zoning",,,"The Planning Department advises the Mayor, Planning Commission, and the County Council on planning and land use matters for the County of Kauai. The Department is also responsible for the administration and enforcement of the Zoning and Subdivision Ordinances, as well as the County's planning program, which includes long-range and regulatory policy documents like the General Plan and Comprehensive Zoning Ordinances.",,
139,Kauai Police Department,kpdrecords@kauai.gov,Ph: (808) 241-1711,"3990 Kaana Street, Suite 200
Lihue, HI 96766",http://www.kauai.gov/Police,,county-of-kauai,"""internal affairs"",""law enforcement"",""professional standards"",KPD,crime,criminal,emergency,firearm,investigation,narcotics,police,safety",,,"The employees of the Kauaʻi Police Department, in full understanding of the “Aloha Spirit,” are committed to enhancing the quality of life in our community.",,
45,Land Use Commission,dbedt.luc.web@hawaii.gov,"Phone:  (808) 587-3822
Fax:  (808) 587-3827","P.O. Box 2359
Honolulu, Hawaii 96804",http://luc.hawaii.gov,"Department of Business, Economic Development & Tourism",state-of-hawaii,"""land use"",LUC,planning",,,"To administer the Land Use Law the State Legislature established the Land Use Commission composed of nine members, who are appointed by the Governor and confirmed by the State Senate.",,
20,Legislative Reference Bureau,lrb@capitol.hawaii.gov,"Ph: 808 587-0666 
Fax: 808 587-0681","Charlotte Carter-Yamauchi, 
 Acting Director 
State Capitol, Rm 446 ",http://lrbhawaii.org/,,state-of-hawaii,"LRB,research",,,"The Legislative Reference Bureau assists the Hawai`i State Legislature by providing impartial research,consultation, and document drafting services, maintaining a research library, statutes revision and publication, operating a computerized legislative information system, and providing resources to enhance public participation in the legislative process. ","We are prohibited from revealing the contents of any request for services, except to the requester. This assures the confidentiality of every request a legislator sends to the Bureau.
see, §23G-4, HRS",
115,Mass Transit Agency,heleonbus@hawaiicounty.gov,"Phone: (808) 961-8343
Fax: (808) 961-8745","1266 Kamehameha Avenue, Suite A-2
Hilo, HI 96720",http://heleonbus.org/,,county-of-hawaii,"""Transportation Commission"",Hele-On,bus,paratransit,transit,transportation",,,"The County of Hawai‘i Mass Transit Agency is proud to provide Hele-On commuter and local fixed route and senior and persons with disabilities demand response bus service throughout the entire Island of Hawai‘i. You can count on Hele-On to provide fixed route transit services generally Monday through Saturday from 3:30 a.m. to 1:00 a.m., with limited service on Sundays and county observed holidays. Shared ride taxi service is available 24 hours a day, seven days a week, in the Hilo urbanized area on selected taxi providers. Demand response bus service is available Monday through Friday from 6:30 a.m. to 4:00 p.m., island-wide.",,
173,Maui Board of Ethics,corpcoun@mauicounty.gov,Phone:  (808) 270-7742,"200 S. High St
Kalana O Maui Bldg, 3rd Fl
Wailuku, HI 96793",http://www.mauicounty.gov/170/Board-of-Ethics,Department of Corporation Counsel,county-of-maui,"""financial disclosure"",ethics,gifts,investigation,lobbying",,,"Initiates, receives, hears and investigates complaints of violations of the County Ethics Code by employees and officers of the County.",,
169,Maui County Council,ocs.request@mauicounty.us,"Phone:  (808) 270-7838
Fax:  (808) 270-7686","200 S. High St., 7th Floor
Wailuku, HI  96793",http://mauicounty.us,,county-of-maui,"council,legislative",,,"The Council is the legislative and policy-making body of the Maui County government, as provided by Section 2-2 of the Charter of the County of Maui: 'All powers of the county shall be carried into execution as provided by this charter, or, if the charter makes no provisions, as provided by ordinance or resolution of the county council.'",,
154,Maui Department of Environmental Management,environmental.mgmt@mauicounty.gov,"Phone: (808) 270-8250
Fax: (808) 270-7955","2200 Main St.,
Suite #305
Wailuku, HI 96793",http://co.maui.hi.us/114/Environmental-Management,,county-of-maui,"""Hana Landfill"",""Lanai Landfill"",""Molokai-Naiwa Landfill"",""Solid Waste Resource and Advisory Committee"",""Wastewater Community Working Group"",""environmental management"",""environmental services"",""solid waste"",bulky,environment,environmental,greenwaste,landfill,opala,recycling,trash,wastewater",,,"To protect the public's health, safety, property, and environment by developing and operating the County's infrastructure.",,
156,Maui Department of Finance,finance@mauicounty.gov,"Phone: (808) 270-7844
Fax: (808) 270-7878","200 S High St.
Kalana O Maui Bldg, 2nd Fl
Wailuku, HI 96793",http://www.co.maui.hi.us/507/Finance,,county-of-maui,"""Real Property Tax Review Board"",""capital improvements"",""motor vehicle"",""property assessment"",""real property"",""unclaimed property"",CIP,accounting,assessment,audit,bonds,contract,contractor,driver,finance,investment,licensing,procurement,purchasing,registration,tax,taxation,treasury,vendor",,,The Department of Finance is responsible for the overall financial administration of all County departments.,,
159,Maui Department of Liquor Control,liquor@mauicounty.gov,"Phone: (808) 243-7753
Fax: (808) 243-7558","2145 Kaohu St.
Trask Building, Room 105
Wailuku, HI 96793",http://www.co.maui.hi.us/667/Liquor-Control,,county-of-maui,"""Liquor Control Adjudication Board"",""Liquor Control Commission"",licensing,liquor",,,"The Department of Liquor Control is responsible for the regulation and control of the importation, manufacture, sale, and service of alcoholic beverages by providing services in liquor license and permit applications, licensees' education, site inspections, and enforcement of liquor laws and rules. ",,
161,Maui Department of Parks & Recreation,parks.dept@mauicounty.gov,"Phone: (808) 270-7230
Fax: (808) 270-7934","700 Halia Nakoa St. Unit 2
Wailuku, HI 96793",http://www.co.maui.hi.us/119/Parks-Recreation,,county-of-maui,"""Maui County Arborist Committee"",""Waiehu Golf Course"",""ocean safety"",beach,camping,culture,development,facilities,forestry,lifeguard,parks,permitting,planning,pool,recreation",,,"The Department of Parks & Recreation operates and maintains the County's numerous parks, recreation areas and recreational service programs for the residents of Maui County. The Department also coordinates with other County departments on enforcement of rules and regulations for parks and recreation facilities and their use, and countywide beautification.",,
166,Maui Department of Public Works,public.works@mauicounty.gov,"Phone: (808) 270-7845
Fax: (808) 270-7955","200 S. High Street
Kalana O Maui Bldg. 4th Fl
Wailuku, HI 96793",http://www.co.maui.hi.us/124/Public-Works,,county-of-maui,"""Public Works Commission"",""capital improvements"",""facility maintenance"",""public works"",""real property"",CIP,bridges,building,construction,custodial,design,development,equipment,facilities,facility,highways,maintenance,parking,permitting,roads,streets,traffic",,,"Public Works Administration directs and oversees the three operating divisions in the Department of Public Works - Development Services Administration, Engineering Division, and Highways Division.",,
153,Maui Department of the Corporation Counsel,corpcoun@mauicounty.gov,"Phone: (808) 270-7740
Fax: (808) 270-7152","200 S. High St
Kalana O Maui Bldg, 3rd Fl
Wailuku, HI 96793",http://co.maui.hi.us/969/Department-of-the-Corporation-Counsel,,county-of-maui,"""Charter Commission"",""corporation counsel"",attorney,counsel,lawyer,legal",,,"The Legal Services Program serves as legal adviser and legal representative of the County of Maui, of the Council, the Mayor, all departments, all Boards and Commissions, and of all County officials and employees in matters relating to their official duties.  Effective July 1, 2012, this program also includes the Risk Management Division, which was transferred from the Department of Finance.",,
165,Maui Department of the Prosecuting Attorney,prosecuting.attorney@mauicounty.gov,"Phone: (808) 270-7777
Fax: (808) 270-7625","150 S. High Street
Old Court House Bldg
Wailuku, HI 96793",http://www.co.maui.hi.us/123/Prosecuting-Attorney,,county-of-maui,"attorney,crime,criminal,investigation,lawyer,legal",,,"The Department of the Prosecuting Attorney for the County of Maui serves the islands of Maui, Molokai, and Lanai. It is responsible for the prosecution of those who violate the criminal and traffic laws or rules and regulations of the State of Hawaii and the County of Maui.",,
167,Maui Department of Transportation,public.transit@mauicounty.gov,"Phone: (808) 270-7511
Fax: (808) 270-7505","2145 Kaohu Street
Trask Bldg, Suite 102
Wailuku, HI 96793",http://www.co.maui.hi.us/125/Department-of-Transportation,,county-of-maui,"""Maui MPO"",""Maui Metropolitan Planning Organization"",""maui bus"",MMPO,bus,paratransit,planning,transit,transportation",,,"The Department of Transportation responsibilities include the following: planning and implementation of all modes of transportation in Maui County, including those in the air and those on water and land, planning and developing an efficient program to facilitate the rapid, safe, and economical movement of people and goods in Maui County, and coordinating Maui County's transportation programs with other county departments and with agencies of the state and federal government.",,
168,Maui Department of Water Supply,water.supply@mauicounty.gov,Phone:  (808) 270-8046,"200 S. High St.
Kalana O Maui Bldg, 5th Fl
Wailuku, HI 96793",http://www.co.maui.hi.us/126/Department-of-Water-Supply,,county-of-maui,"""Board of Water Supply"",planning,water",,,"The Department of Water Supply is an agency of the County of Maui. Our mission is to provide clean water efficiently. We provide water to approximately 35,700 services on Maui and Molokai. The water we provide meets all state and federal water quality standards. Take a look around our site to learn more. ",,
152,Maui Emergency Management Agency,emergency.management@mauicounty.gov,"Phone: (808) 270-7285
Fax: (808) 270-7275","200 S High St
Kalana O Maui Bldg, 1st Fl
Wailuku, HI 96793",https://www.mauicounty.gov/70/Emergency-Management-Agency,,county-of-maui,"""civil defense"",disaster,emergency,mema",,,"The Maui County Emergency Management Agency is responsible for planning, preparing, and coordinating emergency management operations in meeting disaster situations and coordinating post-disaster recovery operations.",,
171,Maui Office of Council Services,ocs.request@mauicounty.us,"Phone:  (808) 270-7838
Fax:  (808) 270-7686","200 S. High St., 7th Floor
Wailuku, HI  96793",http://co.maui.hi.us/658/Office-of-Council-Services,,county-of-maui,"council,research",,,"The Office of Council Services provides research, clerical, and logistical support to the committees of the County Council, and to Council members in the performance of their official legislative duties.",,
155,Maui Office of Economic Development,economic.development@mauicounty.gov,"Phone:  (808) 270-7710
Fax:  (808) 270-7995","2200 Main St., Suite 305
Wailuku, HI  96793",http://co.maui.hi.us/141/Office-Of-Economic-Development,Office of the Mayor,county-of-maui,"""Kula Agricultural Park Committee"",""Kula Agricultural Park"",""Maui County Film Office"",""Molokai Kuhao Business Center"",""Workforce Development Board"",""economic development"",""workforce development"",OED,agriculture,arts,business,culture,development,energy,film,pesticide,research,tourism,workforce",,,"The OED works in partnership with the community, business and government sectors to:  Strengthen and diversify the economy by supporting existing businesses; and Assisting in the attraction, development and expansion of new businesses and events that will in turn provide new jobs for our community.",,
172,Maui Office of the County Auditor,county.auditor@mauicounty.us,Phone:  (808) 463-3192,"2145 Wells Street, Suite 106
Wailuku, HI  96793",http://co.maui.hi.us/2030/Office-of-the-County-Auditor,,county-of-maui,"""Cost of Government Commission"",audit,auditor,investigation",,,"The Office of the County Auditor consists of a County Auditor and necessary staff, and is responsible for promoting economy, efficiency, and improved service in the transaction of the public business in both the legislative and executive branches.",,
170,Maui Office of the County Clerk,county.clerk@mauicounty.us,"Phone:  (808) 270-7748
Fax:  (808) 270-7686","200 S. High St., 7th Floor
Wailuku, HI  96793",http://co.maui.hi.us/657/Office-of-the-County-Clerk,,county-of-maui,"archives,campaign,certification,clerk,council,elections,legislative,registration,voter",,,"The mission of the Office of the County Clerk is to:  Present information to the County Council, County departments, and the public through the agenda process; Provide professional service to the public; Ensure the integrity and accessibility of public records; Ensure the integrity of the election process; and Support the mission, goals, and programs of the County Council",,
150,Maui Office of the Mayor,mayors.office@mauicounty.gov,"Ph: (808) 270-7855
Fax: (808) 270-7870","200 S. High St.
Kalana O Maui Bldg 9th Fl.
Wailuku, HI  96793",http://co.maui.hi.us/65/Office-of-the-Mayor,,county-of-maui,"""Committee on the Status of Women"",""Salary Commission"",""Workforce Development Board"",""environmental coordinator"",boards,commissions,environment,environmental,mayor",,,"The Administration Program within the Office of the Mayor establishes and directs basic management guidelines for all executive departments of the County and serves as a liaison between the County Council and executive departments and agencies. The program staff prepares and oversees the County’s operating and capital improvement program budgets, provides support services to County boards and commissions, responds to citizen concerns, organizes the County’s legislative agenda, and coordinates internal County communications and the dissemination of information to the public.",,
164,Maui Police Department,crs@mpd.net,"Phone: (808) 244-6400
Fax: (808) 244-6411","55 Mahalani St.
Wailuku, HI 96793",http://www.co.maui.hi.us/122/Police-Department,,county-of-maui,"""Police Commission"",""internal affairs"",""law enforcement"",""professional standards"",MPD,crime,criminal,emergency,firearm,investigation,narcotics,police,safety",,,The mission of the Maui Police Department is to serve the community in a manner that epitomizes those ideals woven into the fabric of the Constitution of the United States and the Spirit of Aloha. We will serve to enhance the quality of life in cooperation with all of those who share these beautiful islands in making this a better place to live. ,,
72,Mayor's Office of Culture and the Arts,moca-info@honolulu.gov,"Phone: (808) 768-6622
Fax: (808) 768-4215","550 South King Street, 2nd Floor 
Honolulu, Hawaii 96813",http://www.honolulu.gov/moca/default.html,Office of the Mayor,city-and-county-of-honolulu,"MOCA,arts,culture,mayor",,,"The mission of MOCA is to promote the value of arts and culture throughout communities in the City and County of Honolulu. MOCA's objectives are to attain per-eminence in culture and the arts; to perpetuate the artistic and cultural heritages of its entire people; to promote a community environment, which provides equal and abundant opportunity for exposure to culture and the arts in all its forms; and to encourage and provide equal opportunity for the development of culture and the artistic talents of the people of Honolulu.",,
46,Natural Energy Laboratory of Hawaii Authority,nelha@nelha.org,"Phone:  (808) 327-9585
Fax:  (808) 327-9586","73-4460 Queen Kaahumanu Hwy. #101
Kailua Kona, HI  96740-2637",http://nelha.hawaii.gov,"Department of Business, Economic Development & Tourism",state-of-hawaii,"""Hawaii Ocean Science and Technology Park"",NELHA,energy,sustainable,technology",,,"NELHA’s mission is to develop and diversify the Hawaii economy by providing resources and facilities for energy and ocean-related research, education, and commercial activities in an environmentally sound and culturally sensitive manner.",,
74,Neighborhood Commission Office,nco@honolulu.gov,"Phone: (808) 768-3710 
Fax: (808) 768-3711","530 South King Street, Room 406
Honolulu, Hawaii 96813",http://www.honolulu.gov/nco/default.html,Office of the Mayor,city-and-county-of-honolulu,"""neighborhood board"",NCO,mayor,neighborhood",,,"Founded in 1973, the mission of the Neighborhood Commission is to increase and assure effective citizen participation in the decisions of government through the establishment of policy, providing oversight and evaluation, as well as facilitating the efficient organization and operation of the Neighborhood Board System.",,
66,Oahu Metropolitan Planning Organization,oahumpo@oahumpo.org,"Phone:  (808) 587-2015
Fax:  (808) 587-2018","707 Richards Street, Suite 200
Honolulu, HI  96813",http://www.oahumpo.org,,state-of-hawaii,"""Oahu MPO"",MPO,planning,transportation",,,"The Oahu Metropolitan Planning Organization, commonly called OahuMPO, is responsible for coordinating transportation planning on Oahu.",,
104,Office of Aging,hcoa@hawaiiantel.net,"Phone: (808) 961-8600
Fax: (808) 961-8603","1055 Kinoole Street, Suite 101
Hilo, HI 96720-3872",http://www.hcoahawaii.org/,,county-of-hawaii,"""Committee for People with Disabilities"",""Committee on Aging"",""elder affairs"",HCOA,aging,disabilities,disability",,,"The Hawai‘i County Office of Aging, an Area Agency on Aging, is responsible for developing a comprehensive system of services for older persons in Hawaii County. Staff conduct needs assessments, write grants, administer contracts, develop training programs, manage a senior citizen database, and perform advocacy functions.",,
149,Office of Boards & Commissions,boardsandcommissions@kauai.gov,"Phone:  (808) 241-4917
Fax:  (808) 241-5127","4444 Rice Street, Suite 300
Lihue, HI  96766",http://www.kauai.gov/BoardsandCommissions,,county-of-kauai,"""Arborist Committee"",""Board of Ethics"",""Board of Review"",""Board of Water Supply"",""Building Board of Appeals"",""Charter Review Commission"",""Civil Service Commission"",""Committee on the Status of Women"",""Cost Control Commission"",""Fire Commission"",""Historic Preservation Commission"",""Liquor Control Commission"",""Mayor's Advisory Committee for Equal Access"",""Open Space Commission"",""Planning Commission"",""Police Commission"",""Salary Commission"",""Civil Service"",""financial disclosure"",""land use"",boards,commissions,ethics,fire,gifts,investigation,liquor,lobbying,planning,police,tax,water",,,It provides support and oversight for Kauai County's 14 boards and commissions and 3 advisory committees.,,
198,"Office of Climate Change, Sustainability and Resiliency",resilientoahu@honolulu.gov,Phone:  (808) 768-2277,"925 Dillingham Boulevard, Suite 257
Honolulu, HI  96817",https://www.resilientoahu.org,,city-and-county-of-honolulu,"""climate change"",resiliency,sustainability",,,"The Office is tasked with tracking climate change science and potential impacts on City facilities, coordinating actions and policies of departments within the City to increase community preparedness, developing resilient infrastructure in response to the effects from climate change, and integrating sustainable and environmental values into City plans, programs, and policies.",,
61,Office of Community Services,dlir.ocs@hawaii.gov,Phone:  (808) 586-8675,"830 Punchbowl Street, Room 420
Honolulu, HI  96813",http://labor.hawaii.gov/ocs/,Department of Labor & Industrial Relations,state-of-hawaii,"""social services"",immigration,refugee",,,"OCS assists Hawaii’s low-income, immigrant and refugee populations to overcome and alleviate workforce barriers to economic self-sufficiency through an array of community-based programs and services. OCS primarily contracts and administers program services on behalf of the State and Federal governments. OCS allocates funds using a competitive purchase of services process unless the funding source authority directs award to a specific organization(s).",,
